basisOfRecord	catalogNumber	scientificName	institutionCode	collectionCode	scientificNameAuthorship	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	identifiedBy	identificationRemarks	dateIdentified	typeStatus	recordNumber	fieldNumber	recordedBy	eventDate	continent	country	stateProvince	county	locality	decimalLongitude	decimalLatitude	coordinateUncertaintyInMeters	verbatimElevation	verbatimDepth	habitat	associatedMedia	CreativeCommonsLicense	ArtObsID	relatedResourceID	coreid	musitModified	itemID	organismID	RelCatNo	RelCleanCatNo	rightsHolder	coremaBasisOfRecord	informationWithheld	preparations	materialSampleType	coremaModified	preservationType	preparationType	preparationMaterials	preparedBy	preparationDate	geneticAccessionNumber	BOLDProcessID	concentration	concentrationUnit	coremaRecordNumber	coremaRecordedBy	coremaEventDate	coremaCountry	coremaProvince	coremaCounty	coremaLocality	coremaElevation	coremaLat	coremaLong	coremaIdentificationRemarks	coremaTypeStatus	coremaIdentifiedBy	coremaDateIdentified	coremaScientificName	coremaGenus	coremaSpecificEpithet
Preserved specimen	252385	Chromosera citrinopallida	O	F	(A.H. Sm. & Hesler) Vizzini & Ercole	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe			John Bjarne Jordal						John Bjarne Jordal, Bernadette Hendriks	2011-08-15		Norway	Troms og Finnmark	Vadsø	Vadsø: Øst for Ekkerøy	30.2513	70.0989	7	5 m		I smalt grasmarksbelte beita av sau nær stranda, i kant av kreklinghei	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14323311&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:252385	urn:uuid:a946c2ee-5e33-4def-abc5-1358c859d3df	2016-09-19	urn:uuid:a946c2ee-5e33-4def-abc5-1358c859d3df	urn:uuid:e9bca194-3634-5816-8863-36d3d8189578	O-DFL-4931/2-D	4931	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2021-09-09T20:22:05		gDNA		CCDB							John Bjarne Jordal, Bernadette Hendriks	2011-08-15	Norway	Finnmark	Vadsø	Øst for Ekkerøy	5	70.098831	30.251131			John Bjarne Jordal	2011-08-15	Hygrocybe citrinopallida (A.H.Sm. & Hesler) Kobayasi	Hygrocybe	citrinopallida
Preserved specimen	361540	Entoloma madidum	O	F	Gillet	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Bálint Dima		2019-08-21				Asbjørn Knutsen	2006-10-23		Norway	Vestland	Bømlo	Bømlo: Spissøya [Spyssøy] N.A.	5.3826	59.7284	7	5 m		Kalkrik skrinn naturbeitemark	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115456&type=jpeg | https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115457&type=jpeg 	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:361540	urn:uuid:c6c91b22-ff81-4f0a-86ac-5f5507c32a5a	2020-02-18	urn:uuid:c6c91b22-ff81-4f0a-86ac-5f5507c32a5a	urn:uuid:e9fb3fd5-ecfb-5699-9631-521cc9f70d10	O-DFL-10595/2-D	10595	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:54	Dry	gDNA		CCDB			NOBAS6841-19				Asbjørn Knutsen	2006-10-23	Norway	Hordaland	Bømlo	Spissøya [Spyssøy] N.A.	5	59.727101	5.383015			Asbjørn Knutsen	2006-10-23	Entoloma bloxamii (Berk. & Broome) Sacc.	Entoloma	bloxamii
Preserved specimen	305724	Hypholoma dispersum	O	F	Quél.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Hypholoma			Reidun Braathen, Even Woldstad Hanssen		2017-08-23				Reidun Braathen, Even Woldstad Hanssen	2017-08-23		Norway	Viken	Indre Østfold	Hobøl: Unås-Tyrihjellen	10.9945	59.6845	7			Lågurtskog/låg med bakkekontakt	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115430&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/	17892489	urn:catalog:O:F:305724	urn:uuid:14953f9e-3a3e-45ee-a934-4e37c4482b7b	2020-02-24	urn:uuid:14953f9e-3a3e-45ee-a934-4e37c4482b7b	urn:uuid:ea2b2558-3e47-5b20-9201-ceff7834bae5	O-DFL-10533/2-D	10533	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:54	Dry	gDNA		CCDB			NOBAS6779-19				Even Woldstad Hanssen, Reidun Braathen	2017-08-23	Norway	Østfold	Hobøl	Unås-Tyrihjellen		59.684474	10.994409			Even Woldstad Hanssen, Reidun Braathen	2017-08-23	Hypholoma marginatum (Pers.: Fr.) J.Schröt.	Hypholoma	marginatum
Preserved specimen	260317	Lyophyllum shimeji	O	F	(Kawam.) Hongo	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Lyophyllum			Katriina Bendiksen		2018-02-22		HST15-411		Litt Woon Long	2015-09-12		Norway	Innlandet	Elverum	Svevollen	11.5857	60.7992	7			Sandfuruskog	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14321485&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:260317	urn:uuid:94d883f8-08ba-471a-9c82-f244d882a998	2018-02-22	urn:uuid:94d883f8-08ba-471a-9c82-f244d882a998	urn:uuid:ea31d825-cbb7-5d47-be23-91fac1c68c5e	O-DFL-3548/2-D	3548	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:43		gDNA		CCDB			NOBAS2030-16			HST15-411	Litt Woon Long	2015-09-12	Norway	Hedmark	Elverum	Svevollen		60.799168	11.585575	cf.		Tor Erik Brandrud	2015-09-12	Lyophyllum decastes (Fr.: Fr.) Singer	Lyophyllum	decastes
Preserved specimen	253788	Corticium	O	F	Pers.	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium			Karl-Henrik Larsson				JH7785		Jenni Nordén	2010-10-24		Sweden	Kalmar		Vimmerby: Norra Kvill	15.5998	57.762	100			Old spruce dominated forest	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15114346&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:253788	urn:uuid:2e0450da-d030-488e-b9bf-f62067f33937	2017-11-16	urn:uuid:2e0450da-d030-488e-b9bf-f62067f33937	urn:uuid:ea681b42-483f-5194-b64c-155fff21ae07	O-DFL-8281/2-D	8281	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:04:00	Dry	gDNA		CCDB			NOCOR472-18			JH7785	Jenni Nordén	2010-10-24	Sweden	Kalmar län	Vimmerby	Norra Kvill		57.762043	15.599812			Karl-Henrik Larsson	2010-10-24	Corticium sp.	Corticium	sp.
Preserved specimen	242577	Entoloma atrocoeruleum	O	F	Noordel.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Bálint Dima		2019-08-21		219		Per Fadnes, Asbjørn Knutsen	2011-10-08		Norway	Vestland	Bømlo	Bømlo: Havåsen, Holme	5.1568	59.6546	7	40 m		Naturbeitemark	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115371&type=jpeg | https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115372&type=jpeg 	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:242577	urn:uuid:51ba00b2-54f2-43d4-bda9-5d794c91d98a	2020-02-18	urn:uuid:51ba00b2-54f2-43d4-bda9-5d794c91d98a	urn:uuid:eaee3ce5-aa43-5722-884f-0d968003c68c	O-DFL-10606/2-D	10606	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:55	Dry	gDNA		CCDB			NOBAS6852-19			219	Per Fadnes, Asbjørn Knutsen	2011-10-08	Norway	Hordaland	Bømlo	Havåsen, Holme	40	59.653263	5.157248			Per Fadnes, Asbjørn Knutsen	2011-10-08	Entoloma corvinum (Kühner) Noordel.	Entoloma	corvinum
Preserved specimen	68659	Hydnellum glaucopus	O	F	(Maas Geest. & Nannf.) E. Larss., K.H. Larss. & Kõljalg	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Sarcodon			Håkon Holien	cf.	2010		17/07		Håkon Holien	2007-09-14		Norway	Trøndelag	Steinkjer	Steinkjer, Kalvøya	11.3503	64.0256	7	Ca. 5 m		På nåledekke i furuskog ved sjøen				urn:catalog:O:F:68659	urn:uuid:269971bd-655e-409a-adc7-4109468d973c	2019-01-11	urn:uuid:269971bd-655e-409a-adc7-4109468d973c	urn:uuid:eb167567-0975-57c0-9fdf-f68d562a46f6	O-DFL-6059/1-D	6059	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2021-09-09T20:22:09		gDNA	Qiagen kit, single tube	Mirré Virginia	2012-09-01							2007								cf.			2007	Sarcodon glaucopus Maas Geest. & Nannf.	Sarcodon	glaucopus
Preserved specimen	245650	Ramariopsis luteo-ochracea	O	F	(Cavara) R.H. Petersen	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis			Thomas Læssøe, Anne Molia	cf.	2012-10-13		AM-337p-2012		Thomas Læssøe, Anne Molia	2012-10-13		Norway	Vestfold og Telemark	Porsgrunn	Porsgrunn: Heistad: Lundebukta S	9.698	59.0807	1			Åpen, grunnlendt kalkmark	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14322980&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:245650	urn:uuid:9236e861-072c-4f3c-a3cd-12a82c59c5f0	2019-10-08	urn:uuid:9236e861-072c-4f3c-a3cd-12a82c59c5f0	urn:uuid:eb2f20e2-0257-594c-bef1-ed6c1bb7e785	O-DFL-4705/2-D	4705	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2021-09-09T20:22:02		gDNA		CCDB						AM-337p-2012	Thomas Læssøe, Anne Molia	2012-10-13	Norway	Telemark	Porsgrunn	Heistad, Lundebukta S		59.080681	9.698011	cf.		Thomas Læssøe, Anne Molia	2012-10-13	Clavulinopsis luteo-ochracea (Cavara) Corner	Clavulinopsis	luteo-ochracea
Preserved specimen	259240	Psathyrella	O	F	(Fr.) Quél.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella			Egil Bendiksen		2022-08-20		EB 82/22		Thyra Solem, Egil Bendiksen, Inger-Lise Fonneland	2022-08-20		Norway	Innlandet	Folldal	Råtåsjø N	9.835	62.2714	7	1170 m		Vierkratt nær grusvei (Salix glauca, Betula nana, Viola biflora, Ger. sylv). Lavalpin sone.				urn:catalog:O:F:259240	urn:uuid:b69d1738-3988-4091-847d-6b42d92c6cde	2022-09-19	urn:uuid:b69d1738-3988-4091-847d-6b42d92c6cde	urn:uuid:eb6b2dde-88b9-5a0c-b752-5c3a6fd90163	O-DFL-18079/2-D	18079	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-10-17T14:46:59	Dry	gDNA	CCDB	CCDB						EB 82/22	Thyra Solem, Egil Bendiksen, Inger.Lise Fonneland	2022-08-20	Norway	Innlandet	Folldal	Råtåsjø N	1170	62.2714	9.835			Egil Bendiksen	2022-08-20	Psathyrella sp.	Psathyrella	sp.
Preserved specimen	305797	Russula	O	F	Pers.	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula			Juhani Ruotsalainen		2011-05		R31-10		Øyvind Weholt	2010-08-16		Norway	Viken	Fredrikstad	Fredrikstad: Torpelunden, Torp	11.0103	59.2393	5			Under Pinus, some Betula?	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115451&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:305797	urn:uuid:99b3940d-9c7c-42bb-8647-5439ba69e226	2019-12-17	urn:uuid:99b3940d-9c7c-42bb-8647-5439ba69e226	urn:uuid:eb83573d-8adf-53fd-8e2d-f995fa067ac3	O-DFL-10584/2-D	10584	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:54	Dry	gDNA		CCDB			NOBAS6830-19			R31-10	Øyvind Weholt	2010-08-16	Norway	Østfold	Fredrikstad	Torpelunden, Torp		59.239311	11.01027			Juhani Ruotsalainen	2010-08-16	Russula sp.	Russula	sp.
Preserved specimen	158848	Entoloma serrulatum	O	F	(Fr. : Fr.) Hesler	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Geir Gaarder		2005-09		05424		Tom Hellik Hofton	2005-09-06		Norway	Nordland	Hemnes	Hemnes: Røssvatnet NØ: Austre Tverrbekken	14.4898	65.8945	71	510 m		N-vendt slak li; Høgstaude-kalk-bjørkeskog; Naturskog. Høgstaudeenger langs bekk.	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14323621&type=jpeg | https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14323622&type=jpeg 	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:158848	urn:uuid:ccb4f999-a4a8-492c-ae13-d5ce656e9361	2022-09-24	urn:uuid:ccb4f999-a4a8-492c-ae13-d5ce656e9361	urn:uuid:eb95f8ff-86bc-51a7-86f2-a4d7537c8fb5	O-DFL-6619/2-D	6619	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:46		gDNA		CCDB			NOBAS4107-17			05424	Tom H. Hofton	2005-09-06	Norway	Nordland	Hemnes	Røssvatnet NØ, Austra tverrbekken	510	65.893336	14.490982			Geir Gaarder	2005-09-06	Entoloma callirhodon Hauskn. & Noordel.	Entoloma	callirhodon
Preserved specimen	256638	Cortinarius fragrantissimus	O	F	Ammirati, Beug, Liimat., Niskanen & O. Ceska	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius			Klaus Høiland	cf.	2022-03-07		48-19-KH		Klaus Høiland, Ingrid Vesterdal Tjessem	2019-08-28		Norway	Svalbard	Nordenskiöld Land	Nordenskiöld Land, Endalen	15.7635	78.1864	100			Moderate snow bed, SE slope	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115572&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:256638	urn:uuid:8d8067a0-7121-41e6-bbf3-018e944f59d0	2022-10-18	urn:uuid:8d8067a0-7121-41e6-bbf3-018e944f59d0	urn:uuid:eb9d2f6e-5fe6-55b5-9ed9-7451fd99a415	O-DFL-15192/2-D	15192	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:04:34	Dry	gDNA		CCDB			NOBAS7825-19			48-19-KH	Klaus Høiland, Ingrid Vesterdal Tjessem	2019-08-28	Norway	Svalbard	Nordenskiöld Land	Endalen		78.18639	15.76348	cf.		Klaus Høiland	2019-08-28	Cortinarius diasemospermus Lamoure	Cortinarius	diasemospermus
Preserved specimen	260034	Gymnopus	O	F	(Pers.) Roussel	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus			Ellen Larsson		2015-08-08		AM-25-2015		Ellen Larsson, Arne Aronsen, Lars Helge Molia, Anne Molia	2015-08-08		Norway	Svalbard	Nordenskiöld Land	Bjørndalen	15.3206	78.2309	5	10 m		Rik slette med fuktsig. Salix, Bistorta og Dryas.	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14321315&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:260034	urn:uuid:cc705eea-6e70-4778-8d2a-b1906390c7be	2022-01-11	urn:uuid:cc705eea-6e70-4778-8d2a-b1906390c7be	urn:uuid:ebb0b72c-3fb4-560a-b0ed-2185f00c15a9	O-DFL-3355/2-D	3355	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:44		gDNA		CCDB			NOBAS2300-16			AM-25-2015	Ellen Larsson, Arne Aronsen, Lars Helge Molia, Anne Molia	2015-08-08	Norway	Svalbard	Nordenskiöld Land	Bjørndalen	10	78.230861	15.320558			Ellen Larsson	2015-08-08	Gymnopus sp.	Gymnopus	sp.
Preserved specimen	253900	Entoloma	O	F	(Fr. : Fr.) P. Kumm.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Egil Bendiksen				EB 62/06		Egil Bendiksen	2006-08-30		Norway	Nordland	Narvik	Ballangen: Melkevatnet S (BN00058119)	16.7566	68.2049	7			Small, Rich Alnus inc./Matteuccia forest (and tall herbs), floodplain-type by small brook	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14323986&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:253900	urn:uuid:e7d542b1-0349-4cf4-ae3c-f7e7b970215a	2021-06-21	urn:uuid:e7d542b1-0349-4cf4-ae3c-f7e7b970215a	urn:uuid:ebb0ea93-5b1f-522e-824a-957c83cd6b88	O-DFL-6998/2-D	6998	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:48		gDNA		CCDB			NOBAS4486-17			EB 62/06	Egil Bendiksen	2006-08-30	Norway	Nordland	Ballangen	Melkevatnet S (BN00058119)		68.204856	16.756447			Egil Bendiksen	2006-08-30	Entoloma sp.	Entoloma	sp.
Preserved specimen	247991	Entoloma poliopus	O	F	(Romagn.) Noordel.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Bálint Dima		2019-02-01		TEB 140-14		Tor Erik Brandrud	2014-08-16		Norway	Viken	Lunner	Lunner: Amundrud nordre	10.6801	60.2944	10			mown, dry calcareous grassland	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15114736&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:247991	urn:uuid:968f2f8c-dc5f-4cb1-a2a6-80bf594c3da0	2020-02-10	urn:uuid:968f2f8c-dc5f-4cb1-a2a6-80bf594c3da0	urn:uuid:ebce0038-1bcb-5b3a-bba2-a4fa93055fcb	O-DFL-811/2-D	811	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2021-09-09T20:21:34	Buffer	gDNA	Omega EZNA kit, single tube	Lisbeth Thorbek	2014-12-11			See gel image (Ref.)	ng/µl	TEB 140-14	Tor Erik Brandrud	2014-08-16	Norway	Oppland	Lunner	Lunner: Amundrud nordre		60.294388	10.680073	cf.		Tor Erik Brandrud	2014-08-16	Entoloma pseudocoelestinum Arnolds	Entoloma	pseudocoelestinum
Preserved specimen	256417	Gliophorus	O	F	Herink	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Gliophorus			Bálint Dima		2020-08-31		NMC2019-122		Egil Bendiksen	2019-09-05		Norway	Vestland	Stord	Stord: Føyno	5.4107	59.742	50			open sheep pasture				urn:catalog:O:F:256417	urn:uuid:10dbf1d4-7056-4111-a422-73a370f7d856	2020-09-01	urn:uuid:10dbf1d4-7056-4111-a422-73a370f7d856	urn:uuid:ebf05e99-5316-5db7-aa82-40da30bc845c	O-DFL-15074/2-D	15074	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:04:34	Dry	gDNA		CCDB			NOBAS7707-19			NMC2019-122	Egil Bendiksen	2019-09-05	Norway	Hordaland	Fitjar	Øvrebygda		59.870314	5.38041			Egil Bendiksen	2019-09-05	Gliophorus irrigatus (Pers.: Fr.) A.M.Ainsw. & P.M.Kirk	Gliophorus	irrigatus
Preserved specimen	169735	Coprinellus aquatilis	O	F	(Peck) Voto	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Coprinus			Meinhard Moser	cf.			EB 773/81		Meinhard Moser, Egil Bendiksen	1981-09-01		Norway	Viken	Eidsvoll	Eidsvoll: along road Tisjøen-Mjøsa	11.1669	60.4106	269	280-300 m		Southern boreal, eutrophic mixed swamp forest	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15470297&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:169735	urn:uuid:287e7575-90bb-45ee-9260-62197446856a	2013-09-30	urn:uuid:287e7575-90bb-45ee-9260-62197446856a	urn:uuid:ec110078-6c26-5108-a1e5-c3e7af13a26b	O-DFL-16940/2-D	16940	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:04:39	Dry	gDNA	CCDB	CCDB			NOBAS9142-21				Meinhard Moser, Egil Bendiksen	1981-09-01	Norway	Viken	Eidsvoll	along road Tisjøen-Mjøsa	280	60.409983	11.171304	cf.		Meinhard Moser	1981-09-01	Coprinus aquatilis Peck	Coprinus	aquatilis
Preserved specimen	252453	Parasola conopilea	O	F	(Fr. : Fr.) Örstadius & E. Larss.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella			Gro Gulden				84/10		Gro Gulden	2010-09-29		Norway	Viken	Asker	Hurum: Skjøttelvika	10.445	59.5236	71			On soil and dead branches in moist, nutrient rich area with mixed deciduous forest on calcareous ground, in big troop	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15114581&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:252453	urn:uuid:51d77e30-cb83-479a-9a38-40be70ecb5ec	2018-12-10	urn:uuid:51d77e30-cb83-479a-9a38-40be70ecb5ec	urn:uuid:ec2d8fe7-8c6a-5c98-a73b-ecd87c4e5426	O-DFL-8551/2-D	8551	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:50	Dry	gDNA		CCDB			NOBAS5102-18			84/10	Gro Gulden	2010-09-29	Norway	Buskerud	Hurum	Skjøttelvika		59.523196	10.44409			Gro Gulden	2010-09-29	Parasola conopilus (Fr.: Fr.) Örstadius & E.Larss.	Parasola	conopilus
Preserved specimen	256416	Hydropus scabripes var. quadrisporus	O	F	Bas	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Hydropus			Thomas Læssøe, Jens H. Petersen		2019-09-05		NMC2019-121		Thomas Læssøe, Jens H. Petersen	2019-09-05		Norway	Vestland	Stord	Stord: Stuvasetraåsen	5.4374	59.8067	1000			rooting in soil, Picea, Corylus etc. Rich site.	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15116102&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:256416	urn:uuid:542a50c8-50be-43b3-a7a6-802fbd48ddab	2020-01-23	urn:uuid:542a50c8-50be-43b3-a7a6-802fbd48ddab	urn:uuid:ec3beaed-deba-5a0c-907a-e326a4173a83	O-DFL-14648/2-D	14648	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:56	Dry	gDNA		CCDB			NOBAS7678-19			NMC2019-121	Thomas Læssøe, Jens H. Petersen	2019-09-05	Norway	Hordaland	Stord	Stuvasetraåsen		59.806736	5.437358			Thomas Læssøe, Jens H. Petersen	2019-09-05	Hydropus scabripes (Murrill) Singer var. quadrisporus Bas	Hydropus	scabripes
Preserved specimen	163374	Mycena metata	O	F	(Fr. : Fr.) P. Kumm.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena			Arne Aronsen		2021-03-19		857/71		Gro Gulden	1971-08-09		Norway	Vestland	Eidfjord	Eidfjord: Maurset,	7.3342	60.4121	500			oligotrophic birch forest	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14322673&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:163374	urn:uuid:a7fac6e7-accb-460d-9e3c-c4897fe47b37	2021-05-18	urn:uuid:a7fac6e7-accb-460d-9e3c-c4897fe47b37	urn:uuid:ec6a0a52-ad91-5f01-b4d8-81a531a31a9d	O-DFL-4477/2-D	4477	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2021-09-09T20:21:59		gDNA		CCDB						857/71	Gro Gulden	1971-08-09	Norway	Hordaland	Ullensvang	Maurset		60.4257	7.334	cf.		Gro Gulden	1971-08-09	Mycena xantholeuca Kühner	Mycena	xantholeuca
Preserved specimen	258980	Inocybe	O	F	(Fr.) Fr.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Inocybe			Øyvind Weholt		2021-08-13				Øyvind Weholt, Nils Edvard Stokke, Hans Petter Schwencke, Ole Christian Hagestad	2021-08-13		Norway	Innlandet	Dovre	Grimsdalen, li mot Sjøberget	9.6517	62.0845	1	920 m		Tørkeslette, sand, vier, dvergbjørk, einer	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15468446&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:258980	urn:uuid:7367f127-9cb3-46b5-982c-7f64780fe4dd	2021-10-13	urn:uuid:7367f127-9cb3-46b5-982c-7f64780fe4dd	urn:uuid:ec75a41d-225b-524a-95a5-ac1dd776fbc1	O-DFL-17618/2-D	17618	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-06-29T10:56:36	Dry	gDNA	CCDB	CCDB	2021		NOBAS8541-21				Øyvind Weholt, Nils Edvard Stokke, Hans Petter Schwencke, Ole Christian Hagestad	2021-08-13	Norway	Innlandet	Dovre	Grimsdalen, li mot Sjøberget	920					Øyvind Weholt	2021-08-13	Inocybe sp.	Inocybe	sp.
Preserved specimen	251481	Ramaria fumigata	O	F	(Peck) Corner	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria			Mika Toivonen, Katriina Bendiksen		2017-10-12		I-LF 2014-51		Inger-Lise Fonneland, Dag Pettersen	2014-09-21		Norway	Agder	Tvedestrand	Tvedestrand: Eidbo	8.9922	58.6057	5			Bratt, rik edelløvskog med lind, eik, hassel, blåveis	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14320974&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/	2357436	urn:catalog:O:F:251481	urn:uuid:38882399-9f40-4801-8421-8bf2d0ae7358	2019-10-10	urn:uuid:38882399-9f40-4801-8421-8bf2d0ae7358	urn:uuid:ec82c688-6f6c-5342-9959-fbd101117d0c	O-DFL-3081/2-D	3081	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:42		gDNA					NOBAS1876-16			I-LF 2014-51	Inger-Lise Fonneland, Dag Pettersen	2014-09-21	Norway	Aust-Agder	Tvedestrand	Eidbo		58.605629	8.992084			Inger-Lise Fonneland	2014-09-21	Ramaria fennica (P.Karst.) Ricken	Ramaria	fennica
